Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag,Rolling_7d
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-08-27,2024,8,27,,20.0,,15.4,,17.7,,0.3,,0.0,,,,,,4.4,,,,25.0,,33.0,,17.62857142857143
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-08-28,2024,8,28,,22.9,,16.7,,19.8,,0.0,,1.8,,,,,,0.6,,,,22.0,,46.0,,17.757142857142856
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-08-29,2024,8,29,,17.8,,9.9,,13.9,,4.1,,0.0,,,,,,3.8,,,,34.0,,52.0,,17.857142857142858
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-08-30,2024,8,30,,20.2,,9.7,,14.9,,3.1,,0.0,,,,,,0.0,,,,29.0,,36.0,,18.014285714285712
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-08-31,2024,8,31,,23.4,,9.7,,16.6,,1.4,,0.0,,,,,,0.0,,,,24.0,,40.0,,17.714285714285715
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-09-01,2024,9,1,,20.1,,14.4,,17.3,,0.7,,0.0,,,,,,0.0,,,,23.0,,34.0,,17.285714285714285
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-09-02,2024,9,2,,23.7,,17.2,,20.4,,0.0,,2.4,,,,,,2.7,,,,23.0,,31.0,,17.228571428571428
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-09-03,2024,9,3,,20.0,,12.1,,16.1,,1.9,,0.0,,,,,,10.2,,,,25.0,,36.0,,17.0
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-09-04,2024,9,4,,18.7,,9.8,,14.2,,3.8,,0.0,,,,,,0.0,,,,24.0,,34.0,,16.2
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-09-05,2024,9,5,,21.5,,8.1,,14.8,,3.2,,0.0,,,,,,0.0,,,,,,,,16.32857142857143
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-09-06,2024,9,6,,23.8,,12.2,,18.0,,0.0,,0.0,,,,,,0.0,,,,,,,,16.771428571428572
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-09-07,2024,9,7,,21.9,,12.1,,17.0,,1.0,,0.0,,,,,,0.0,,,,,,,,16.82857142857143
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-09-08,2024,9,8,,21.5,,15.5,,18.5,,0.0,,0.5,,,,,,0.0,,,,,,,,17.0
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-09-09,2024,9,9,,21.6,,14.3,,18.0,,0.0,,0.0,,,,,,0.2,,,,16.0,,56.0,,16.657142857142855
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-09-10,2024,9,10,,20.4,,12.3,,16.4,,1.6,,0.0,,,,,,0.0,,,,21.0,,32.0,,16.7
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-09-11,2024,9,11,,22.4,,11.0,,16.7,,1.3,,0.0,,,,,,0.0,,,,23.0,,31.0,,17.057142857142857
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-09-12,2024,9,12,,18.9,,8.8,,13.9,,4.1,,0.0,,,,,,0.0,,,,28.0,,32.0,,16.928571428571427
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-09-13,2024,9,13,,19.1,,8.6,,13.9,,4.1,,0.0,,,,,,0.2,,,,,,,,16.342857142857145
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-09-15,2024,9,15,,13.1,,4.1,,8.6,,9.4,,0.0,,,,,,2.4,,,,36.0,,37.0,,15.142857142857142
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-09-16,2024,9,16,,20.6,,3.1,,11.9,,6.1,,0.0,,,,,,0.0,,,,25.0,,51.0,,14.200000000000001
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-09-17,2024,9,17,,24.1,,15.1,,19.6,,0.0,,1.6,,,,,,0.2,,,,28.0,,41.0,,14.428571428571429
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-09-18,2024,9,18,,22.7,,11.1,,16.9,,1.1,,0.0,,,,,,0.0,,,,29.0,,32.0,,14.5
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-09-19,2024,9,19,,13.8,,9.9,,11.9,,6.1,,0.0,,,,,,16.6,,,,,,,,13.814285714285715
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-09-20,2024,9,20,,13.4,,8.7,,11.1,,6.9,,0.0,,,,,,1.2,,,,36.0,,41.0,,13.414285714285715
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-09-21,2024,9,21,,11.9,,7.8,,9.8,,8.2,,0.0,,,,,,1.7,,,,1.0,,38.0,,12.828571428571427
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-09-22,2024,9,22,,12.3,,7.9,,10.1,,7.9,,0.0,,,,,,2.0,,,,35.0,,38.0,,13.042857142857143
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-09-23,2024,9,23,,14.1,,8.1,,11.1,,6.9,,0.0,,,,,,0.8,,,,30.0,,43.0,,12.928571428571429
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-09-24,2024,9,24,,12.5,,9.3,,10.9,,7.1,,0.0,,,,,,0.9,,,,3.0,,36.0,,11.685714285714285
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-09-25,2024,9,25,,12.6,,9.0,,10.8,,7.2,,0.0,,,,,,0.8,,,,7.0,,38.0,,10.814285714285715
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-09-26,2024,9,26,,11.4,,9.2,,10.3,,7.7,,0.0,,,,,,2.8,,,,,,,,10.585714285714287
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-09-27,2024,9,27,,12.4,,7.6,,10.0,,8.0,,0.0,,,,,,0.9,,,,,,,,10.428571428571429
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-09-28,2024,9,28,,13.2,,9.5,,11.4,,6.6,,0.0,,,,,,4.5,,,,7.0,,31.0,,10.657142857142858
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-10-01,2024,10,1,,11.6,,9.6,,10.6,,7.4,,0.0,,,,,,2.5,,,,36.0,,58.0,,10.728571428571428
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-10-02,2024,10,2,,10.3,,7.7,,9.0,,9.0,,0.0,,,,,,1.7,,,,1.0,,55.0,,10.428571428571429
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-10-03,2024,10,3,,10.5,,7.5,,9.0,,9.0,,0.0,,,,,,1.5,,,,31.0,,42.0,,10.157142857142858
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-10-04,2024,10,4,,14.7,,5.4,,10.0,,8.0,,0.0,,,,,,0.0,,,,,,,,10.042857142857143
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-10-05,2024,10,5,,18.1,,8.3,,13.2,,4.8,,0.0,,,,,,0.0,,,,,,,,10.457142857142857
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-10-06,2024,10,6,,10.9,,8.3,,9.6,,8.4,,0.0,,,,,,0.0,,,,3.0,,37.0,,10.4
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-10-07,2024,10,7,,9.9,,7.7,,8.8,,9.2,,0.0,,,,,,1.8,,,,5.0,,38.0,,10.028571428571427
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-10-08,2024,10,8,,11.7,,6.1,,8.9,,9.1,,0.0,,,,,,6.3,,,,,,,,9.785714285714286
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-10-09,2024,10,9,,12.2,,6.9,,9.5,,8.5,,0.0,,,,,,7.1,,,,15.0,,44.0,,9.857142857142858
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-10-10,2024,10,10,,14.7,,5.7,,10.2,,7.8,,0.0,,,,,,33.5,,,,14.0,,44.0,,10.028571428571428
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-10-11,2024,10,11,,13.3,,4.6,,8.9,,9.1,,0.0,,,,,,1.7,,,,23.0,,40.0,,9.87142857142857
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-10-12,2024,10,12,,13.1,,7.2,,10.1,,7.9,,0.0,,,,,,5.4,,,,23.0,,61.0,,9.428571428571429
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-10-13,2024,10,13,,12.8,,6.6,,9.7,,8.3,,0.0,,,,,,1.4,,,,29.0,,55.0,,9.442857142857145
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-10-14,2024,10,14,,11.6,,6.9,,9.3,,8.7,,0.0,,,,,,0.0,,,,28.0,,56.0,,9.514285714285714
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-10-15,2024,10,15,,18.9,,8.6,,13.8,,4.2,,0.0,,,,,,20.1,,,,20.0,,43.0,,10.214285714285714
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-10-16,2024,10,16,,13.7,,5.7,,9.7,,8.3,,0.0,,,,,,6.3,,,,23.0,,57.0,,10.242857142857144
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-10-17,2024,10,17,,10.8,,5.1,,8.0,,10.0,,0.0,,,,,,0.2,,,,29.0,,36.0,,9.928571428571429
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-10-18,2024,10,18,,9.7,,4.8,,7.2,,10.8,,0.0,,,,,,0.0,,,,32.0,,48.0,,9.685714285714285
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-10-19,2024,10,19,,10.6,,3.4,,7.0,,11.0,,0.0,,,,,,0.0,,,,30.0,,45.0,,9.242857142857144
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-10-20,2024,10,20,,16.9,,8.9,,12.9,,5.1,,0.0,,,,,,0.0,,,,27.0,,41.0,,9.700000000000001
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-10-21,2024,10,21,,13.3,,9.5,,11.4,,6.6,,0.0,,,,,,0.3,,,,23.0,,45.0,,10.0
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-10-22,2024,10,22,,10.4,,-0.2,,5.1,,12.9,,0.0,,,,,,0.0,,,,30.0,,48.0,,8.757142857142856
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-10-23,2024,10,23,,13.7,,-1.7,,6.0,,12.0,,0.0,,,,,,0.0,,,,22.0,,45.0,,8.228571428571428
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-10-24,2024,10,24,,17.6,,11.1,,14.4,,3.6,,0.0,,,,,,8.0,,,,20.0,,37.0,,9.142857142857142
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-10-25,2024,10,25,,16.4,,12.8,,14.6,,3.4,,0.0,,,,,,43.4,,,,15.0,,45.0,,10.200000000000001
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-10-26,2024,10,26,,12.9,,7.0,,10.0,,8.0,,0.0,,,,,,1.7,,,,29.0,,59.0,,10.62857142857143
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-10-27,2024,10,27,,11.5,,2.7,,7.1,,10.9,,0.0,,,,,,2.3,,,,24.0,,46.0,,9.799999999999999
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-10-28,2024,10,28,,8.5,,0.4,,4.5,,13.5,,0.0,,,,,,1.2,,,,22.0,,45.0,,8.814285714285713
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-10-29,2024,10,29,,5.2,,-1.9,,1.7,,16.3,,0.0,,,,,,1.1,,,,30.0,,32.0,,8.328571428571427
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-10-30,2024,10,30,,4.4,,-2.4,,1.0,,17.0,,0.0,,,,,,0.4,,,,,,,,7.614285714285714
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-10-31,2024,10,31,,10.9,,-1.9,,4.5,,13.5,,0.0,,,,,,3.9,,,,,,,,6.2
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-11-01,2024,11,1,,15.3,,8.1,,11.7,,6.3,,0.0,,,,,,7.8,,3.0,,32.0,,47.0,,5.785714285714286
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-11-02,2024,11,2,,8.1,,2.4,,5.3,,12.7,,0.0,,,,,,0.4,,2.0,,33.0,,47.0,,5.114285714285714
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-11-03,2024,11,3,,5.2,,0.0,,2.6,,15.4,,0.0,,,,,,0.0,,4.0,,,,,,4.471428571428571
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-11-04,2024,11,4,,2.3,,0.0,,1.1,,16.9,,0.0,,,,,,0.0,,2.0,,30.0,,41.0,,3.9857142857142853
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-11-05,2024,11,5,,3.8,,-1.9,,1.0,,17.0,,0.0,,,,,,0.5,,2.0,,30.0,,42.0,,3.8857142857142857
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-11-06,2024,11,6,,10.2,,3.1,,6.6,,11.4,,0.0,,,,,,16.0,,2.0,,36.0,,46.0,,4.685714285714285
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-11-07,2024,11,7,,6.7,,0.5,,3.6,,14.4,,0.0,,,,,,0.0,,3.0,,28.0,,34.0,,4.557142857142857
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-11-08,2024,11,8,,6.4,,2.4,,4.4,,13.6,,0.0,,,,,,0.0,,2.0,,27.0,,39.0,,3.5142857142857147
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-11-09,2024,11,9,,8.1,,2.4,,5.3,,12.7,,0.0,,,,,,3.2,,4.0,,34.0,,69.0,,3.514285714285714
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-11-10,2024,11,10,,2.6,,1.4,,2.0,,16.0,,0.0,,,,,,1.1,,2.0,,32.0,,71.0,,3.4285714285714284
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-11-11,2024,11,11,,7.7,,1.5,,4.6,,13.4,,0.0,,,,,,0.9,,2.0,,17.0,,38.0,,3.9285714285714284
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-11-13,2024,11,13,,11.6,,2.6,,7.1,,10.9,,0.0,,,,,,37.4,,,,1.0,,69.0,,4.8
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-11-14,2024,11,14,,12.4,,3.3,,7.8,,10.2,,0.0,,,,,,38.9,,,,10.0,,59.0,,4.971428571428571
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-11-15,2024,11,15,,11.4,,8.9,,10.2,,7.8,,0.0,,,,,,9.7,,,,13.0,,61.0,,5.914285714285714
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-11-16,2024,11,16,,12.9,,9.0,,11.0,,7.0,,0.0,,,,,,0.2,,,,,,,,6.857142857142857
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-11-17,2024,11,17,,13.3,,9.2,,11.2,,6.8,,0.0,,,,,,2.5,,,,,,,,7.699999999999998
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-11-18,2024,11,18,,11.7,,8.3,,10.0,,8.0,,0.0,,,,,,10.5,,,,9.0,,38.0,,8.842857142857142
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-11-19,2024,11,19,,11.1,,7.7,,9.4,,8.6,,0.0,,,,,,3.8,,,,11.0,,46.0,,9.528571428571428
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-11-20,2024,11,20,,10.9,,6.9,,8.9,,9.1,,0.0,,,,,,48.6,,,,6.0,,36.0,,9.785714285714286
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-11-21,2024,11,21,,8.5,,5.6,,7.0,,11.0,,0.0,,,,,,7.9,,,,1.0,,54.0,,9.671428571428573
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-11-22,2024,11,22,,5.6,,3.6,,4.6,,13.4,,0.0,,,,,,25.6,,,,4.0,,65.0,,8.871428571428572
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-11-23,2024,11,23,,8.5,,4.5,,6.5,,11.5,,0.0,,,,,,33.8,,,,9.0,,55.0,,8.22857142857143
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-11-24,2024,11,24,,9.2,,4.5,,6.9,,11.1,,0.0,,,,,,11.9,,,,27.0,,32.0,,7.614285714285715
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-11-25,2024,11,25,,7.7,,3.6,,5.7,,12.3,,0.0,,,,,,1.2,,,,,,,,7.0
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-11-26,2024,11,26,,5.7,,3.3,,4.5,,13.5,,0.0,,,,,,3.1,,0.0,,33.0,,40.0,,6.3
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-11-27,2024,11,27,,3.6,,1.3,,2.5,,15.5,,0.0,,,,,,0.4,,,,,,,,5.385714285714286
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-11-28,2024,11,28,,3.6,,1.3,,2.4,,15.6,,0.0,,,,,,0.6,,,,,,,,4.728571428571429
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-11-29,2024,11,29,,7.6,,2.3,,4.9,,13.1,,0.0,,,,,,13.5,,,,10.0,,54.0,,4.771428571428571
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-11-30,2024,11,30,,5.2,,2.7,,3.9,,14.1,,0.0,,,,,,3.0,,,,25.0,,45.0,,4.3999999999999995
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-12-01,2024,12,1,,4.8,,-0.9,,2.0,,16.0,,0.0,,,,,,2.8,,,,27.0,,41.0,,3.6999999999999997
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-12-02,2024,12,2,,6.1,,-0.7,,2.7,,15.3,,0.0,,,,,,2.9,,0.0,,20.0,,38.0,,3.271428571428572
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-12-03,2024,12,3,,2.5,,-2.7,,-0.1,,18.1,,0.0,,,,,,1.3,,,,,,,,2.6142857142857143
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-12-05,2024,12,5,,5.4,,-8.2,,-1.4,,19.4,,0.0,,,,,,0.0,,,,15.0,,66.0,,2.0571428571428574
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-12-06,2024,12,6,,9.4,,0.2,,4.8,,13.2,,0.0,,,,,,39.7,,,,14.0,,91.0,,2.4
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-12-07,2024,12,7,,2.1,,-3.3,,-0.6,,18.6,,0.0,,,,,,0.5,,,,23.0,,31.0,,1.6142857142857143
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-12-08,2024,12,8,,3.1,,-5.8,,-1.3,,19.3,,0.0,,,,,,0.3,,,,13.0,,49.0,,0.8714285714285713
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-12-09,2024,12,9,,6.9,,-1.1,,2.9,,15.1,,0.0,,,,,,28.6,,,,13.0,,81.0,,1.0
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-12-10,2024,12,10,,0.4,,-5.0,,-2.3,,20.3,,0.0,,,,,,0.0,,,,26.0,,40.0,,0.28571428571428586
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-12-11,2024,12,11,,8.5,,-2.1,,3.2,,14.8,,0.0,,,,,,1.6,,,,12.0,,39.0,,0.7571428571428572
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-12-12,2024,12,12,,15.3,,8.5,,11.9,,6.1,,0.0,,,,,,1.6,,,,23.0,,55.0,,2.6571428571428575
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-12-14,2024,12,14,,1.0,,-1.9,,-0.5,,18.5,,0.0,,,,,,0.0,,0.0,,28.0,,41.0,,1.9000000000000001
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-12-15,2024,12,15,,-1.4,,-3.9,,-2.6,,20.6,,0.0,,,,,,0.0,,0.0,,31.0,,39.0,,1.6142857142857143
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-12-16,2024,12,16,,3.1,,-2.4,,0.4,,17.6,,0.0,,,,,,0.0,,1.0,,29.0,,33.0,,1.8571428571428574
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-12-17,2024,12,17,,7.9,,-0.5,,3.7,,14.3,,0.0,,,,,,0.0,,1.0,,18.0,,44.0,,1.9714285714285715
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-12-18,2024,12,18,,9.9,,2.5,,6.2,,11.8,,0.0,,,,,,8.0,,,,18.0,,53.0,,3.185714285714286
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-12-19,2024,12,19,,11.9,,1.4,,6.7,,11.3,,0.0,,,,,,4.8,,,,23.0,,62.0,,3.6857142857142864
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-12-20,2024,12,20,,3.4,,-1.0,,1.2,,16.8,,0.0,,,,,,0.0,,0.0,,8.0,,37.0,,2.157142857142857
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-12-21,2024,12,21,,11.8,,0.5,,6.1,,11.9,,0.0,,,,,,21.3,,1.0,,20.0,,70.0,,3.1
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-12-22,2024,12,22,,2.5,,-3.2,,-0.3,,18.3,,0.0,,,,,,0.0,,,,22.0,,65.0,,3.4285714285714284
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-12-23,2024,12,23,,-1.8,,-6.1,,-4.0,,22.0,,0.0,,,,,,2.1,,1.0,,30.0,,38.0,,2.8000000000000003
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-12-24,2024,12,24,,-6.0,,-11.1,,-8.5,,26.5,,0.0,,,,,,0.0,,3.0,,,,,,1.0571428571428572
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-12-25,2024,12,25,,1.0,,-12.1,,-5.5,,23.5,,0.0,,,,,,0.0,,2.0,,,,,,-0.6142857142857142
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-12-26,2024,12,26,,2.7,,0.2,,1.4,,16.6,,0.0,,,,,,53.0,,7.0,,3.0,,48.0,,-1.3714285714285714
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-12-27,2024,12,27,,2.9,,0.5,,1.7,,16.3,,0.0,,,,,,5.2,,1.0,,4.0,,41.0,,-1.3
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-12-28,2024,12,28,,1.0,,-1.4,,-0.2,,18.2,,0.0,,,,,,0.2,,0.0,,,,,,-2.1999999999999997
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-12-29,2024,12,29,,-0.9,,-1.9,,-1.4,,19.4,,0.0,,,,,,0.9,,1.0,,,,,,-2.357142857142857
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-12-30,2024,12,30,,0.8,,-1.6,,-0.4,,18.4,,0.0,,,,,,0.2,,1.0,,,,,,-1.842857142857143
-52.78,47.51,ST JOHNS WEST CLIMATE,8403603,2024-12-31,2024,12,31,,3.5,,-0.9,,1.3,,16.7,,0.0,,,,,,0.2,,1.0,,,,,,-0.4428571428571429
